日期,时间段,计划购电_kWh,最终合同购电_kWh,充电_kWh,放电_kWh,紧急购电_kWh,弃电_kWh,电价_元每kWh,时段初SOC_kWh,时段末SOC_kWh
2025-04-21,11:10-11:20,377.6905088642005,377.6905088642005,433.3333333333333,0.0,0.0,226.65180886420035,0.5007,5640.0,6030.0
2025-04-21,11:20-11:30,319.3974250727488,319.3974250727488,400.0,0.0,0.0,202.41700840608218,0.4827,6030.0,6390.0
2025-04-21,11:30-11:40,401.9744068354382,401.9744068354382,466.66666666666663,0.0,0.0,313.89657350210496,0.4785,6390.0,6810.0
2025-04-21,11:40-11:50,420.05255238095333,420.05255238095333,600.0,0.0,0.0,294.8119190476198,0.4662,6810.0,7350.0
2025-04-21,11:50-12:00,402.1987269439969,402.1987269439969,533.3333333333334,0.0,0.0,388.4908102773302,0.4432,7350.0,7830.0
2025-04-21,12:00-12:10,283.36006854460334,283.36006854460334,0.0,-0.0,0.0,822.9686018779365,0.4411,7830.0,7830.0
2025-04-21,12:10-12:20,465.1833950649599,465.1833950649599,700.0,0.0,0.0,333.24864506496,0.4551,7830.0,8460.0
2025-04-21,12:20-12:30,430.7557680901322,430.7557680901322,600.0,0.0,0.0,437.38951809013207,0.4463,8460.0,9000.0
2025-04-21,12:30-12:40,373.0555648260766,373.0555648260766,600.0,0.0,0.0,397.21538149274323,0.4113,9000.0,9540.0
2025-04-21,12:40-12:50,0.0,0.0,166.66666666666666,0.0,0.0,424.39868333333334,0.5682,9540.0,9690.0
2025-04-21,12:50-13:00,0.0,0.0,200.0,0.0,0.0,330.5766666666667,0.8279,9690.0,9870.0
2025-04-21,13:00-13:10,0.0,0.0,233.33333333333331,0.0,0.0,259.0190499999999,0.8636,9870.0,10080.0
2025-04-21,13:10-13:20,0.0,0.0,300.0,0.0,0.0,127.68116666666674,0.8416,10080.0,10350.0
2025-04-21,13:20-13:30,0.0,0.0,133.33333333333334,0.0,0.0,222.83541666666665,0.8618,10350.0,10470.0
2025-04-21,13:30-13:40,0.0,0.0,66.66666666666667,0.0,0.0,282.85458333333327,0.8623,10470.0,10530.0
2025-04-21,13:40-13:50,0.0,0.0,300.0,0.0,0.0,19.83065000000005,0.9026,10530.0,10800.0
2025-04-21,13:50-14:00,0.0,0.0,0.0,54.0,0.0,326.7154166666666,0.9754,10800.0,10740.0
2025-04-21,14:00-14:10,0.0,0.0,66.66666666666667,0.0,0.0,225.02143333333333,1.0002,10740.0,10800.0
2025-04-21,14:10-14:20,0.0,0.0,0.0,-0.0,0.0,242.44669999999996,0.9978,10800.0,10800.0
2025-04-21,14:20-14:30,0.0,0.0,0.0,-0.0,0.0,126.7200000000001,1.0271,10800.0,10800.0
2025-04-21,14:30-14:40,0.0,0.0,0.0,-0.0,0.0,86.60581666666667,1.0906,10800.0,10800.0
2025-04-21,14:40-14:50,0.0,0.0,0.0,-0.0,0.0,61.00051666666665,0.9376,10800.0,10800.0
2025-04-21,14:50-15:00,30.83484375803476,30.83484375803476,0.0,27.0,0.0,65.854427091368,0.6694,10800.0,10770.0
2025-04-21,15:00-15:10,180.21547226569893,180.21547226569893,33.333333333333336,0.0,0.0,104.68070559903228,0.66,10770.0,10800.0
2025-04-21,15:10-15:20,158.62927260018992,158.62927260018992,0.0,-0.0,0.0,95.58870593352336,0.7217,10800.0,10800.0
2025-04-21,15:20-15:30,182.3049892067118,182.3049892067118,0.0,-0.0,0.0,82.74790587337851,0.7308,10800.0,10800.0
2025-04-21,15:30-15:40,229.06714635817158,229.06714635817158,0.0,-0.0,0.0,14.298029691504894,0.7534,10800.0,10800.0
2025-04-21,15:40-15:50,308.88479285714453,308.88479285714453,0.0,-0.0,0.0,37.40054285714439,0.7823,10800.0,10800.0
2025-04-21,15:50-16:00,352.97256110641536,352.97256110641536,0.0,-0.0,0.0,89.37256110641545,0.8055,10800.0,10800.0
2025-04-21,16:00-16:10,491.47306428571625,491.47306428571625,0.0,-0.0,0.0,170.72541428571628,0.8271,10800.0,10800.0
2025-04-21,16:10-16:20,496.283910666656,496.283910666656,0.0,-0.0,0.0,105.53621066665596,0.8519,10800.0,10800.0
2025-04-21,16:20-16:30,499.45357067961726,499.45357067961726,0.0,-0.0,0.0,59.473570679617296,0.8791,10800.0,10800.0
2025-04-21,16:30-16:40,531.6841642857136,531.6841642857136,0.0,-0.0,0.0,40.78996428571355,0.9024,10800.0,10800.0
2025-04-21,16:40-16:50,579.5963142857141,579.5963142857141,0.0,-0.0,0.0,51.65353095238072,0.9163,10800.0,10800.0
2025-04-21,16:50-17:00,635.3827278078865,635.3827278078865,0.0,27.0,0.0,96.80106114121986,0.9264,10800.0,10770.0
2025-04-21,17:00-17:10,717.6950560491963,717.6950560491963,0.0,-0.0,0.0,81.3361893825296,0.9462,10770.0,10770.0
2025-04-21,17:10-17:20,797.9657369085088,797.9657369085088,33.333333333333336,0.0,0.0,76.72158690850881,0.9742,10770.0,10800.0
2025-04-21,17:20-17:30,766.2101033542338,766.2101033542338,0.0,54.0,0.0,91.36343668756706,0.9862,10800.0,10740.0
2025-04-21,17:30-17:40,964.5694362428073,964.5694362428073,66.66666666666667,0.0,0.0,100.5257362428074,0.976,10740.0,10800.0
2025-04-21,17:40-17:50,801.4647257986262,801.4647257986262,0.0,-0.0,0.0,69.48560913195945,1.0742,10800.0,10800.0
2025-04-21,17:50-18:00,582.5636981771486,582.5636981771486,0.0,20.543801822851492,-0.0,0.0,1.2313,10800.0,10777.173553530165
2025-04-21,18:00-18:10,584.5637481208101,584.5637481208101,0.0,69.89451854585677,0.0,2.2737367544323206e-13,1.2561,10777.173553530165,10699.512977368102
2025-04-21,18:10-18:20,684.3807642857145,684.3807642857145,0.0,17.044452380952862,0.0,7.958078640513122e-13,1.2447,10699.512977368102,10680.574696944821
2025-04-21,18:20-18:30,674.5483333333333,674.5483333333333,0.0,2.3550000000001092,0.0,1.1368683772161603e-13,1.2545,10680.574696944821,10677.958030278154
2025-04-21,18:30-18:40,719.9474500000002,719.9474500000002,22.16744999999921,0.0,0.0,9.094947017729282e-13,1.2522,10677.958030278154,10697.908735278153
2025-04-21,18:40-18:50,458.3281208849167,458.3281208849167,0.0,271.72661244841714,0.0,4.547473508864641e-13,1.2881,10697.908735278153,10395.990277002134
2025-04-21,18:50-19:00,0.0,0.0,0.0,730.2283333333335,0.0,1.1368683772161603e-13,1.3466,10395.990277002134,9584.62546218732
2025-04-21,19:00-19:10,0.0,0.0,0.0,715.0565999999998,2.2737367544323206e-13,0.0,1.3523,9584.62546218732,8790.118128853986
2025-04-21,19:10-19:20,0.0,0.0,0.0,698.8003,-0.0,0.0,1.3445,8790.118128853986,8013.673351076209
2025-04-21,19:20-19:30,0.0,0.0,0.0,690.9166666666667,0.0,1.1368683772161603e-13,1.3483,8013.673351076209,7245.9881658910235
2025-04-21,19:30-19:40,0.0,0.0,0.0,695.4573833333337,0.0,3.410605131648481e-13,1.349,7245.9881658910235,6473.257739965097
2025-04-21,19:40-19:50,0.0,0.0,0.0,703.9172333333333,1.1368683772161603e-13,0.0,1.3473,6473.257739965097,5691.127480705838
2025-04-21,19:50-20:00,0.0,0.0,0.0,715.2949999999997,3.410605131648481e-13,0.0,1.3482,5691.127480705838,4896.355258483616
2025-04-21,20:00-20:10,0.0,0.0,0.0,733.5938166666667,0.0,1.1368683772161603e-13,1.3513,4896.355258483616,4081.2510177428753
2025-04-21,20:10-20:20,0.0,0.0,0.0,741.0165499999999,-0.0,0.0,1.34,4081.2510177428753,3257.899295520653
2025-04-21,20:20-20:30,0.0,0.0,0.0,738.1366666666668,0.0,1.1368683772161603e-13,1.3489,3257.899295520653,2437.747443668801
2025-04-21,20:30-20:40,0.0,0.0,0.0,740.0643833333335,0.0,1.1368683772161603e-13,1.3952,2437.747443668801,1615.453684409542
