n,ni,no,ri,ro,phase,score
22,8,13,987,1888,0.432692,1005
22,8,13,987,1888,0.865385,1005
22,8,13,987,1888,1.29808,1005
22,8,13,987,1888,1.73077,1005
22,8,13,987,1891,0,1005
22,8,13,987,1891,0.432692,1005
22,8,13,987,1891,0.865385,1005
22,8,13,987,1891,1.29808,1005
22,8,13,987,1891,1.73077,1005
22,8,13,987,1894,0,1005
22,8,13,987,1894,0.432692,1005
22,8,13,987,1894,0.865385,1005
22,8,13,987,1894,1.29808,1005
22,8,13,987,1894,1.73077,1005
22,8,13,987,1897,0,1005
22,8,13,987,1897,0.432692,1005
22,8,13,987,1897,0.865385,1005
22,8,13,987,1897,1.29808,1005
22,8,13,987,1897,1.73077,1005
22,8,13,987,1900,0,1005
22,8,13,987,1900,0.432692,1005
22,8,13,987,1900,0.865385,1005
22,8,13,987,1900,1.29808,1005
22,8,13,987,1900,1.73077,1005
22,8,13,988,1855,0,988
22,8,13,988,1855,0.432692,988
22,8,13,988,1855,0.865385,988
22,8,13,988,1855,1.29808,988
22,8,13,988,1855,1.73077,988
22,8,13,988,1858,0,988
22,8,13,988,1858,0.432692,988
22,8,13,988,1858,0.865385,988
22,8,13,988,1858,1.29808,988
22,8,13,988,1858,1.73077,988
22,8,13,988,1861,0,990.078
22,8,13,988,1861,0.432692,990.078
22,8,13,988,1861,0.865385,990.078
22,8,13,988,1861,1.29808,990.078
22,8,13,988,1861,1.73077,990.078
22,8,13,988,1864,0,993.008
22,8,13,988,1864,0.432692,993.008
22,8,13,988,1864,0.865385,993.008
22,8,13,988,1864,1.29808,993.008
22,8,13,988,1864,1.73077,993.008
22,8,13,988,1867,0,995.898
22,8,13,988,1867,0.432692,995.898
22,8,13,988,1867,0.865385,995.898
22,8,13,988,1867,1.29808,995.898
22,8,13,988,1867,1.73077,995.898
22,8,13,988,1870,0,998.828
22,8,13,988,1870,0.432692,998.828
22,8,13,988,1870,0.865385,998.828
22,8,13,988,1870,1.29808,998.828
22,8,13,988,1870,1.73077,998.828
22,8,13,988,1873,0,1001.76
22,8,13,988,1873,0.432692,1001.76
22,8,13,988,1873,0.865385,1001.76
22,8,13,988,1873,1.29808,1001.76
22,8,13,988,1873,1.73077,1001.76
22,8,13,988,1876,0,1004.69
22,8,13,988,1876,0.432692,1004.69
22,8,13,988,1876,0.865385,1004.69
22,8,13,988,1876,1.29808,1004.69
22,8,13,988,1876,1.73077,1004.69
22,8,13,988,1879,0,1005
22,8,13,988,1879,0.432692,1005
22,8,13,988,1879,0.865385,1005
22,8,13,988,1879,1.29808,1005
22,8,13,988,1879,1.73077,1005
22,8,13,988,1882,0,1005
22,8,13,988,1882,0.432692,1005
22,8,13,988,1882,0.865385,1005
22,8,13,988,1882,1.29808,1005
22,8,13,988,1882,1.73077,1005
22,8,13,988,1885,0,1005
22,8,13,988,1885,0.432692,1005
22,8,13,988,1885,0.865385,1005
22,8,13,988,1885,1.29808,1005
22,8,13,988,1885,1.73077,1005
22,8,13,988,1888,0,1005
22,8,13,988,1888,0.432692,1005
22,8,13,988,1888,0.865385,1005
22,8,13,988,1888,1.29808,1005
22,8,13,988,1888,1.73077,1005
22,8,13,988,1891,0,1005
22,8,13,988,1891,0.432692,1005
22,8,13,988,1891,0.865385,1005
22,8,13,988,1891,1.29808,1005
22,8,13,988,1891,1.73077,1005
22,8,13,988,1894,0,1005
22,8,13,988,1894,0.432692,1005
22,8,13,988,1894,0.865385,1005
22,8,13,988,1894,1.29808,1005
22,8,13,988,1894,1.73077,1005
22,8,13,988,1897,0,1005
22,8,13,988,1897,0.432692,1005
22,8,13,988,1897,0.865385,1005
22,8,13,988,1897,1.29808,1005
22,8,13,988,1897,1.73077,1005
22,8,13,988,1900,0,1005
22,8,13,988,1900,0.432692,1005
22,8,13,988,1900,0.865385,1005
22,8,13,988,1900,1.29808,1005
22,8,13,988,1900,1.73077,1005
22,8,13,989,1855,0,989
22,8,13,989,1855,0.432692,989
22,8,13,989,1855,0.865385,989
22,8,13,989,1855,1.29808,989
22,8,13,989,1855,1.73077,989
22,8,13,989,1858,0,989
22,8,13,989,1858,0.432692,989
22,8,13,989,1858,0.865385,989
22,8,13,989,1858,1.29808,989
22,8,13,989,1858,1.73077,989
22,8,13,989,1861,0,990.078
22,8,13,989,1861,0.432692,990.078
22,8,13,989,1861,0.865385,990.078
22,8,13,989,1861,1.29808,990.078
22,8,13,989,1861,1.73077,990.078
22,8,13,989,1864,0,993.008
22,8,13,989,1864,0.432692,993.008
22,8,13,989,1864,0.865385,993.008
22,8,13,989,1864,1.29808,993.008
22,8,13,989,1864,1.73077,993.008
22,8,13,989,1867,0,995.898
22,8,13,989,1867,0.432692,995.898
22,8,13,989,1867,0.865385,995.898
22,8,13,989,1867,1.29808,995.898
22,8,13,989,1867,1.73077,995.898
22,8,13,989,1870,0,998.828
22,8,13,989,1870,0.432692,998.828
22,8,13,989,1870,0.865385,998.828
22,8,13,989,1870,1.29808,998.828
22,8,13,989,1870,1.73077,998.828
22,8,13,989,1873,0,1001.76
22,8,13,989,1873,0.432692,1001.76
22,8,13,989,1873,0.865385,1001.76
22,8,13,989,1873,1.29808,1001.76
22,8,13,989,1873,1.73077,1001.76
22,8,13,989,1876,0,1004.69
22,8,13,989,1876,0.432692,1004.69
22,8,13,989,1876,0.865385,1004.69
22,8,13,989,1876,1.29808,1004.69
22,8,13,989,1876,1.73077,1004.69
22,8,13,989,1879,0,1005
22,8,13,989,1879,0.432692,1005
22,8,13,989,1879,0.865385,1005
22,8,13,989,1879,1.29808,1005
22,8,13,989,1879,1.73077,1005
22,8,13,989,1882,0,1005
22,8,13,989,1882,0.432692,1005
22,8,13,989,1882,0.865385,1005
22,8,13,989,1882,1.29808,1005
22,8,13,989,1882,1.73077,1005
22,8,13,989,1885,0,1005
22,8,13,989,1885,0.432692,1005
22,8,13,989,1885,0.865385,1005
22,8,13,989,1885,1.29808,1005
22,8,13,989,1885,1.73077,1005
22,8,13,989,1888,0,1005
22,8,13,989,1888,0.432692,1005
22,8,13,989,1888,0.865385,1005
22,8,13,989,1888,1.29808,1005
22,8,13,989,1888,1.73077,1005
22,8,13,989,1891,0,1005
22,8,13,989,1891,0.432692,1005
22,8,13,989,1891,0.865385,1005
22,8,13,989,1891,1.29808,1005
22,8,13,989,1891,1.73077,1005
22,8,13,989,1894,0,1005
22,8,13,989,1894,0.432692,1005
22,8,13,989,1894,0.865385,1005
22,8,13,989,1894,1.29808,1005
22,8,13,989,1894,1.73077,1005
22,8,13,989,1897,0,1005
22,8,13,989,1897,0.432692,1005
22,8,13,989,1897,0.865385,1005
22,8,13,989,1897,1.29808,1005
22,8,13,989,1897,1.73077,1005
22,8,13,989,1900,0,1005
22,8,13,989,1900,0.432692,1005
22,8,13,989,1900,0.865385,1005
22,8,13,989,1900,1.29808,1005
22,8,13,989,1900,1.73077,1005
22,8,13,990,1855,0,990
22,8,13,990,1855,0.432692,990
22,8,13,990,1855,0.865385,990
22,8,13,990,1855,1.29808,990
22,8,13,990,1855,1.73077,990
22,8,13,990,1858,0,990
22,8,13,990,1858,0.432692,990
22,8,13,990,1858,0.865385,990
22,8,13,990,1858,1.29808,990
22,8,13,990,1858,1.73077,990
22,8,13,990,1861,0,990.078
22,8,13,990,1861,0.432692,990.078
22,8,13,990,1861,0.865385,990.078
22,8,13,990,1861,1.29808,990.078
22,8,13,990,1861,1.73077,990.078
22,8,13,990,1864,0,993.008
22,8,13,990,1864,0.432692,993.008
22,8,13,990,1864,0.865385,993.008
22,8,13,990,1864,1.29808,993.008
22,8,13,990,1864,1.73077,993.008
22,8,13,990,1867,0,995.898
22,8,13,990,1867,0.432692,995.898
22,8,13,990,1867,0.865385,995.898
22,8,13,990,1867,1.29808,995.898
22,8,13,990,1867,1.73077,995.898
22,8,13,990,1870,0,998.828
22,8,13,990,1870,0.432692,998.828
22,8,13,990,1870,0.865385,998.828
22,8,13,990,1870,1.29808,998.828
22,8,13,990,1870,1.73077,998.828
22,8,13,990,1873,0,1001.76
22,8,13,990,1873,0.432692,1001.76
22,8,13,990,1873,0.865385,1001.76
22,8,13,990,1873,1.29808,1001.76
22,8,13,990,1873,1.73077,1001.76
22,8,13,990,1876,0,1004.69
22,8,13,990,1876,0.432692,1004.69
22,8,13,990,1876,0.865385,1004.69
22,8,13,990,1876,1.29808,1004.69
22,8,13,990,1876,1.73077,1004.69
22,8,13,990,1879,0,1005
22,8,13,990,1879,0.432692,1005
22,8,13,990,1879,0.865385,1005
22,8,13,990,1879,1.29808,1005
22,8,13,990,1879,1.73077,1005
22,8,13,990,1882,0,1005
22,8,13,990,1882,0.432692,1005
22,8,13,990,1882,0.865385,1005
22,8,13,990,1882,1.29808,1005
22,8,13,990,1882,1.73077,1005
22,8,13,990,1885,0,1005
22,8,13,990,1885,0.432692,1005
22,8,13,990,1885,0.865385,1005
22,8,13,990,1885,1.29808,1005
22,8,13,990,1885,1.73077,1005
22,8,13,990,1888,0,1005
22,8,13,990,1888,0.432692,1005
22,8,13,990,1888,0.865385,1005
22,8,13,990,1888,1.29808,1005
22,8,13,990,1888,1.73077,1005
22,8,13,990,1891,0,1005
22,8,13,990,1891,0.432692,1005
22,8,13,990,1891,0.865385,1005
22,8,13,990,1891,1.29808,1005
22,8,13,990,1891,1.73077,1005
22,8,13,990,1894,0,1005
22,8,13,990,1894,0.432692,1005
22,8,13,990,1894,0.865385,1005
22,8,13,990,1894,1.29808,1005
22,8,13,990,1894,1.73077,1005
22,8,13,990,1897,0,1005
22,8,13,990,1897,0.432692,1005
22,8,13,990,1897,0.865385,1005
22,8,13,990,1897,1.29808,1005
22,8,13,990,1897,1.73077,1005
22,8,13,990,1900,0,1005
22,8,13,990,1900,0.432692,1005
22,8,13,990,1900,0.865385,1005
22,8,13,990,1900,1.29808,1005
22,8,13,990,1900,1.73077,1005
22,8,13,991,1855,0,991
22,8,13,991,1855,0.432692,991
22,8,13,991,1855,0.865385,991
22,8,13,991,1855,1.29808,991
22,8,13,991,1855,1.73077,991
22,8,13,991,1858,0,991
22,8,13,991,1858,0.432692,991
22,8,13,991,1858,0.865385,991
22,8,13,991,1858,1.29808,991
22,8,13,991,1858,1.73077,991
22,8,13,991,1861,0,991
22,8,13,991,1861,0.432692,991
22,8,13,991,1861,0.865385,991
22,8,13,991,1861,1.29808,991
22,8,13,991,1861,1.73077,991
22,8,13,991,1864,0,993.008
22,8,13,991,1864,0.432692,993.008
22,8,13,991,1864,0.865385,993.008
22,8,13,991,1864,1.29808,993.008
22,8,13,991,1864,1.73077,993.008
22,8,13,991,1867,0,995.898
22,8,13,991,1867,0.432692,995.898
22,8,13,991,1867,0.865385,995.898
22,8,13,991,1867,1.29808,995.898
22,8,13,991,1867,1.73077,995.898
22,8,13,991,1870,0,998.828
22,8,13,991,1870,0.432692,998.828
22,8,13,991,1870,0.865385,998.828
22,8,13,991,1870,1.29808,998.828
22,8,13,991,1870,1.73077,998.828
22,8,13,991,1873,0,1001.76
22,8,13,991,1873,0.432692,1001.76
22,8,13,991,1873,0.865385,1001.76
22,8,13,991,1873,1.29808,1001.76
22,8,13,991,1873,1.73077,1001.76
22,8,13,991,1876,0,1004.69
22,8,13,991,1876,0.432692,1004.69
22,8,13,991,1876,0.865385,1004.69
22,8,13,991,1876,1.29808,1004.69
22,8,13,991,1876,1.73077,1004.69
22,8,13,991,1879,0,1005
22,8,13,991,1879,0.432692,1005
22,8,13,991,1879,0.865385,1005
22,8,13,991,1879,1.29808,1005
22,8,13,991,1879,1.73077,1005
22,8,13,991,1882,0,1005
22,8,13,991,1882,0.432692,1005
22,8,13,991,1882,0.865385,1005
22,8,13,991,1882,1.29808,1005
22,8,13,991,1882,1.73077,1005
22,8,13,991,1885,0,1005
22,8,13,991,1885,0.432692,1005
22,8,13,991,1885,0.865385,1005
22,8,13,991,1885,1.29808,1005
22,8,13,991,1885,1.73077,1005
22,8,13,991,1888,0,1005
22,8,13,991,1888,0.432692,1005
22,8,13,991,1888,0.865385,1005
22,8,13,991,1888,1.29808,1005
22,8,13,991,1888,1.73077,1005
22,8,13,991,1891,0,1005
22,8,13,991,1891,0.432692,1005
22,8,13,991,1891,0.865385,1005
22,8,13,991,1891,1.29808,1005
22,8,13,991,1891,1.73077,1005
22,8,13,991,1894,0,1005
22,8,13,991,1894,0.432692,1005
22,8,13,991,1894,0.865385,1005
22,8,13,991,1894,1.29808,1005
22,8,13,991,1894,1.73077,1005
22,8,13,991,1897,0,1005
22,8,13,991,1897,0.432692,1005
22,8,13,991,1897,0.865385,1005
22,8,13,991,1897,1.29808,1005
22,8,13,991,1897,1.73077,1005
22,8,13,991,1900,0,1005
22,8,13,991,1900,0.432692,1005
22,8,13,991,1900,0.865385,1005
22,8,13,991,1900,1.29808,1005
22,8,13,991,1900,1.73077,1005
22,8,13,992,1855,0,992
22,8,13,992,1855,0.432692,992
22,8,13,992,1855,0.865385,992
22,8,13,992,1855,1.29808,992
22,8,13,992,1855,1.73077,992
22,8,13,992,1858,0,992
22,8,13,992,1858,0.432692,992
22,8,13,992,1858,0.865385,992
22,8,13,992,1858,1.29808,992
22,8,13,992,1858,1.73077,992
22,8,13,992,1861,0,992
22,8,13,992,1861,0.432692,992
22,8,13,992,1861,0.865385,992
22,8,13,992,1861,1.29808,992
22,8,13,992,1861,1.73077,992
22,8,13,992,1864,0,993.008
22,8,13,992,1864,0.432692,993.008
22,8,13,992,1864,0.865385,993.008
22,8,13,992,1864,1.29808,993.008
22,8,13,992,1864,1.73077,993.008
22,8,13,992,1867,0,995.898
22,8,13,992,1867,0.432692,995.898
22,8,13,992,1867,0.865385,995.898
22,8,13,992,1867,1.29808,995.898
22,8,13,992,1867,1.73077,995.898
22,8,13,992,1870,0,998.828
22,8,13,992,1870,0.432692,998.828
22,8,13,992,1870,0.865385,998.828
22,8,13,992,1870,1.29808,998.828
22,8,13,992,1870,1.73077,998.828
22,8,13,992,1873,0,1001.76
22,8,13,992,1873,0.432692,1001.76
22,8,13,992,1873,0.865385,1001.76
22,8,13,992,1873,1.29808,1001.76
22,8,13,992,1873,1.73077,1001.76
22,8,13,992,1876,0,1004.69
22,8,13,992,1876,0.432692,1004.69
22,8,13,992,1876,0.865385,1004.69
22,8,13,992,1876,1.29808,1004.69
22,8,13,992,1876,1.73077,1004.69
22,8,13,992,1879,0,1005
22,8,13,992,1879,0.432692,1005
22,8,13,992,1879,0.865385,1005
22,8,13,992,1879,1.29808,1005
22,8,13,992,1879,1.73077,1005
22,8,13,992,1882,0,1005
22,8,13,992,1882,0.432692,1005
22,8,13,992,1882,0.865385,1005
22,8,13,992,1882,1.29808,1005
22,8,13,992,1882,1.73077,1005
22,8,13,992,1885,0,1005
22,8,13,992,1885,0.432692,1005
22,8,13,992,1885,0.865385,1005
22,8,13,992,1885,1.29808,1005
22,8,13,992,1885,1.73077,1005
22,8,13,992,1888,0,1005
22,8,13,992,1888,0.432692,1005
22,8,13,992,1888,0.865385,1005
22,8,13,992,1888,1.29808,1005
22,8,13,992,1888,1.73077,1005
22,8,13,992,1891,0,1005
22,8,13,992,1891,0.432692,1005
22,8,13,992,1891,0.865385,1005
22,8,13,992,1891,1.29808,1005
22,8,13,992,1891,1.73077,1005
22,8,13,992,1894,0,1005
22,8,13,992,1894,0.432692,1005
22,8,13,992,1894,0.865385,1005
22,8,13,992,1894,1.29808,1005
22,8,13,992,1894,1.73077,1005
22,8,13,992,1897,0,1005
22,8,13,992,1897,0.432692,1005
22,8,13,992,1897,0.865385,1005
22,8,13,992,1897,1.29808,1005
22,8,13,992,1897,1.73077,1005
22,8,13,992,1900,0,1005
22,8,13,992,1900,0.432692,1005
22,8,13,992,1900,0.865385,1005
22,8,13,992,1900,1.29808,1005
22,8,13,992,1900,1.73077,1005
22,8,13,993,1855,0,993
22,8,13,993,1855,0.432692,993
22,8,13,993,1855,0.865385,993
22,8,13,993,1855,1.29808,993
22,8,13,993,1855,1.73077,993
22,8,13,993,1858,0,993
22,8,13,993,1858,0.432692,993
22,8,13,993,1858,0.865385,993
22,8,13,993,1858,1.29808,993
22,8,13,993,1858,1.73077,993
22,8,13,993,1861,0,993
22,8,13,993,1861,0.432692,993
22,8,13,993,1861,0.865385,993
22,8,13,993,1861,1.29808,993
22,8,13,993,1861,1.73077,993
22,8,13,993,1864,0,993.008
22,8,13,993,1864,0.432692,993.008
22,8,13,993,1864,0.865385,993.008
22,8,13,993,1864,1.29808,993.008
22,8,13,993,1864,1.73077,993.008
22,8,13,993,1867,0,995.898
22,8,13,993,1867,0.432692,995.898
22,8,13,993,1867,0.865385,995.898
22,8,13,993,1867,1.29808,995.898
22,8,13,993,1867,1.73077,995.898
22,8,13,993,1870,0,998.828
22,8,13,993,1870,0.432692,998.828
22,8,13,993,1870,0.865385,998.828
22,8,13,993,1870,1.29808,998.828
22,8,13,993,1870,1.73077,998.828
22,8,13,993,1873,0,1001.76
22,8,13,993,1873,0.432692,1001.76
22,8,13,993,1873,0.865385,1001.76
22,8,13,993,1873,1.29808,1001.76
22,8,13,993,1873,1.73077,1001.76
22,8,13,993,1876,0,1004.69
22,8,13,993,1876,0.432692,1004.69
22,8,13,993,1876,0.865385,1004.69
22,8,13,993,1876,1.29808,1004.69
22,8,13,993,1876,1.73077,1004.69
22,8,13,993,1879,0,1005
22,8,13,993,1879,0.432692,1005
22,8,13,993,1879,0.865385,1005
22,8,13,993,1879,1.29808,1005
22,8,13,993,1879,1.73077,1005
22,8,13,993,1882,0,1005
22,8,13,993,1882,0.432692,1005
22,8,13,993,1882,0.865385,1005
22,8,13,993,1882,1.29808,1005
22,8,13,993,1882,1.73077,1005
22,8,13,993,1885,0,1005
22,8,13,993,1885,0.432692,1005
22,8,13,993,1885,0.865385,1005
22,8,13,993,1885,1.29808,1005
22,8,13,993,1885,1.73077,1005
22,8,13,993,1888,0,1005
22,8,13,993,1888,0.432692,1005
22,8,13,993,1888,0.865385,1005
22,8,13,993,1888,1.29808,1005
22,8,13,993,1888,1.73077,1005
22,8,13,993,1891,0,1005
22,8,13,993,1891,0.432692,1005
22,8,13,993,1891,0.865385,1005
22,8,13,993,1891,1.29808,1005
22,8,13,993,1891,1.73077,1005
22,8,13,993,1894,0,1005
22,8,13,993,1894,0.432692,1005
22,8,13,993,1894,0.865385,1005
22,8,13,993,1894,1.29808,1005
22,8,13,993,1894,1.73077,1005
22,8,13,993,1897,0,1005
22,8,13,993,1897,0.432692,1005
22,8,13,993,1897,0.865385,1005
22,8,13,993,1897,1.29808,1005
22,8,13,993,1897,1.73077,1005
22,8,13,993,1900,0,1005
22,8,13,993,1900,0.432692,1005
22,8,13,993,1900,0.865385,1005
22,8,13,993,1900,1.29808,1005
22,8,13,993,1900,1.73077,1005
22,8,13,994,1855,0,994
22,8,13,994,1855,0.432692,994
22,8,13,994,1855,0.865385,994
22,8,13,994,1855,1.29808,994
22,8,13,994,1855,1.73077,994
22,8,13,994,1858,0,994
22,8,13,994,1858,0.432692,994
22,8,13,994,1858,0.865385,994
22,8,13,994,1858,1.29808,994
22,8,13,994,1858,1.73077,994
22,8,13,994,1861,0,994
22,8,13,994,1861,0.432692,994
22,8,13,994,1861,0.865385,994
22,8,13,994,1861,1.29808,994
22,8,13,994,1861,1.73077,994
22,8,13,994,1864,0,994
22,8,13,994,1864,0.432692,994
22,8,13,994,1864,0.865385,994
22,8,13,994,1864,1.29808,994
22,8,13,994,1864,1.73077,994
22,8,13,994,1867,0,995.898
22,8,13,994,1867,0.432692,995.898
22,8,13,994,1867,0.865385,995.898
22,8,13,994,1867,1.29808,995.898
22,8,13,994,1867,1.73077,995.898
22,8,13,994,1870,0,998.828
22,8,13,994,1870,0.432692,998.828
22,8,13,994,1870,0.865385,998.828
22,8,13,994,1870,1.29808,998.828
22,8,13,994,1870,1.73077,998.828
22,8,13,994,1873,0,1001.76
22,8,13,994,1873,0.432692,1001.76
22,8,13,994,1873,0.865385,1001.76
22,8,13,994,1873,1.29808,1001.76
22,8,13,994,1873,1.73077,1001.76
22,8,13,994,1876,0,1004.69
22,8,13,994,1876,0.432692,1004.69
22,8,13,994,1876,0.865385,1004.69
22,8,13,994,1876,1.29808,1004.69
22,8,13,994,1876,1.73077,1004.69
22,8,13,994,1879,0,1005
22,8,13,994,1879,0.432692,1005
22,8,13,994,1879,0.865385,1005
22,8,13,994,1879,1.29808,1005
22,8,13,994,1879,1.73077,1005
22,8,13,994,1882,0,1005
22,8,13,994,1882,0.432692,1005
22,8,13,994,1882,0.865385,1005
22,8,13,994,1882,1.29808,1005
22,8,13,994,1882,1.73077,1005
22,8,13,994,1885,0,1005
22,8,13,994,1885,0.432692,1005
22,8,13,994,1885,0.865385,1005
22,8,13,994,1885,1.29808,1005
22,8,13,994,1885,1.73077,1005
22,8,13,994,1888,0,1005
22,8,13,994,1888,0.432692,1005
22,8,13,994,1888,0.865385,1005
22,8,13,994,1888,1.29808,1005
22,8,13,994,1888,1.73077,1005
22,8,13,994,1891,0,1005
22,8,13,994,1891,0.432692,1005
22,8,13,994,1891,0.865385,1005
22,8,13,994,1891,1.29808,1005
22,8,13,994,1891,1.73077,1005
22,8,13,994,1894,0,1005
22,8,13,994,1894,0.432692,1005
22,8,13,994,1894,0.865385,1005
22,8,13,994,1894,1.29808,1005
22,8,13,994,1894,1.73077,1005
22,8,13,994,1897,0,1005
22,8,13,994,1897,0.432692,1005
22,8,13,994,1897,0.865385,1005
22,8,13,994,1897,1.29808,1005
22,8,13,994,1897,1.73077,1005
22,8,13,994,1900,0,1005
22,8,13,994,1900,0.432692,1005
22,8,13,994,1900,0.865385,1005
22,8,13,994,1900,1.29808,1005
22,8,13,994,1900,1.73077,1005
22,8,13,995,1855,0,995
22,8,13,995,1855,0.432692,995
22,8,13,995,1855,0.865385,995
22,8,13,995,1855,1.29808,995
22,8,13,995,1855,1.73077,995
22,8,13,995,1858,0,995
22,8,13,995,1858,0.432692,995
22,8,13,995,1858,0.865385,995
22,8,13,995,1858,1.29808,995
22,8,13,995,1858,1.73077,995
22,8,13,995,1861,0,995
22,8,13,995,1861,0.432692,995
22,8,13,995,1861,0.865385,995
22,8,13,995,1861,1.29808,995
22,8,13,995,1861,1.73077,995
22,8,13,995,1864,0,995
22,8,13,995,1864,0.432692,995
22,8,13,995,1864,0.865385,995
22,8,13,995,1864,1.29808,995
22,8,13,995,1864,1.73077,995
22,8,13,995,1867,0,995.352
22,8,13,995,1867,0.432692,995.898
22,8,13,995,1867,0.865385,995.898
22,8,13,995,1867,1.29808,995.898
22,8,13,995,1867,1.73077,995.898
22,8,13,995,1870,0,998.281
22,8,13,995,1870,0.432692,998.828
22,8,13,995,1870,0.865385,998.828
22,8,13,995,1870,1.29808,998.828
22,8,13,995,1870,1.73077,998.828
22,8,13,995,1873,0,1001.21
22,8,13,995,1873,0.432692,1001.76
22,8,13,995,1873,0.865385,1001.76
22,8,13,995,1873,1.29808,1001.76
22,8,13,995,1873,1.73077,1001.76
22,8,13,995,1876,0,1004.14
22,8,13,995,1876,0.432692,1004.69
22,8,13,995,1876,0.865385,1004.69
22,8,13,995,1876,1.29808,1004.69
22,8,13,995,1876,1.73077,1004.69
22,8,13,995,1879,0,1005
22,8,13,995,1879,0.432692,1005
22,8,13,995,1879,0.865385,1005
22,8,13,995,1879,1.29808,1005
22,8,13,995,1879,1.73077,1005
22,8,13,995,1882,0,1005
22,8,13,995,1882,0.432692,1005
22,8,13,995,1882,0.865385,1005
22,8,13,995,1882,1.29808,1005
22,8,13,995,1882,1.73077,1005
22,8,13,995,1885,0,1005
22,8,13,995,1885,0.432692,1005
22,8,13,995,1885,0.865385,1005
22,8,13,995,1885,1.29808,1005
22,8,13,995,1885,1.73077,1005
22,8,13,995,1888,0,1005
22,8,13,995,1888,0.432692,1005
22,8,13,995,1888,0.865385,1005
22,8,13,995,1888,1.29808,1005
22,8,13,995,1888,1.73077,1005
22,8,13,995,1891,0,1005
22,8,13,995,1891,0.432692,1005
22,8,13,995,1891,0.865385,1005
22,8,13,995,1891,1.29808,1005
22,8,13,995,1891,1.73077,1005
22,8,13,995,1894,0,1005
22,8,13,995,1894,0.432692,1005
22,8,13,995,1894,0.865385,1005
22,8,13,995,1894,1.29808,1005
22,8,13,995,1894,1.73077,1005
22,8,13,995,1897,0,1005
22,8,13,995,1897,0.432692,1005
22,8,13,995,1897,0.865385,1005
22,8,13,995,1897,1.29808,1005
22,8,13,995,1897,1.73077,1005
22,8,13,995,1900,0,1005
22,8,13,995,1900,0.432692,1005
22,8,13,995,1900,0.865385,1005
22,8,13,995,1900,1.29808,1005
22,8,13,995,1900,1.73077,1005
22,8,13,996,1855,0,996
22,8,13,996,1855,0.432692,996
22,8,13,996,1855,0.865385,996
22,8,13,996,1855,1.29808,996
22,8,13,996,1855,1.73077,996
22,8,13,996,1858,0,996
22,8,13,996,1858,0.432692,996
22,8,13,996,1858,0.865385,996
22,8,13,996,1858,1.29808,996
22,8,13,996,1858,1.73077,996
22,8,13,996,1861,0,996
22,8,13,996,1861,0.432692,996
22,8,13,996,1861,0.865385,996
22,8,13,996,1861,1.29808,996
22,8,13,996,1861,1.73077,996
22,8,13,996,1864,0,996
22,8,13,996,1864,0.432692,996
22,8,13,996,1864,0.865385,996
22,8,13,996,1864,1.29808,996
22,8,13,996,1864,1.73077,996
22,8,13,996,1867,0,996
22,8,13,996,1867,0.432692,996
22,8,13,996,1867,0.865385,996
22,8,13,996,1867,1.29808,996
22,8,13,996,1867,1.73077,996
22,8,13,996,1870,0,998.281
22,8,13,996,1870,0.432692,998.281
22,8,13,996,1870,0.865385,998.281
22,8,13,996,1870,1.29808,998.828
22,8,13,996,1870,1.73077,998.828
22,8,13,996,1873,0,1001.21
22,8,13,996,1873,0.432692,1001.21
22,8,13,996,1873,0.865385,1001.21
22,8,13,996,1873,1.29808,1001.76
22,8,13,996,1873,1.73077,1001.76
22,8,13,996,1876,0,1004.14
22,8,13,996,1876,0.432692,1004.14
22,8,13,996,1876,0.865385,1004.14
22,8,13,996,1876,1.29808,1004.69
22,8,13,996,1876,1.73077,1004.69
22,8,13,996,1879,0,1005
22,8,13,996,1879,0.432692,1005
22,8,13,996,1879,0.865385,1005
22,8,13,996,1879,1.29808,1005
22,8,13,996,1879,1.73077,1005
22,8,13,996,1882,0,1005
22,8,13,996,1882,0.432692,1005
22,8,13,996,1882,0.865385,1005
22,8,13,996,1882,1.29808,1005
22,8,13,996,1882,1.73077,1005
22,8,13,996,1885,0,1005
22,8,13,996,1885,0.432692,1005
22,8,13,996,1885,0.865385,1005
22,8,13,996,1885,1.29808,1005
22,8,13,996,1885,1.73077,1005
22,8,13,996,1888,0,1005
22,8,13,996,1888,0.432692,1005
22,8,13,996,1888,0.865385,1005
22,8,13,996,1888,1.29808,1005
22,8,13,996,1888,1.73077,1005
22,8,13,996,1891,0,1005
22,8,13,996,1891,0.432692,1005
22,8,13,996,1891,0.865385,1005
22,8,13,996,1891,1.29808,1005
22,8,13,996,1891,1.73077,1005
22,8,13,996,1894,0,1005
22,8,13,996,1894,0.432692,1005
22,8,13,996,1894,0.865385,1005
22,8,13,996,1894,1.29808,1005
22,8,13,996,1894,1.73077,1005
22,8,13,996,1897,0,1005
22,8,13,996,1897,0.432692,1005
22,8,13,996,1897,0.865385,1005
22,8,13,996,1897,1.29808,1005
22,8,13,996,1897,1.73077,1005
22,8,13,996,1900,0,1005
22,8,13,996,1900,0.432692,1005
22,8,13,996,1900,0.865385,1005
22,8,13,996,1900,1.29808,1005
22,8,13,996,1900,1.73077,1005
22,8,13,997,1855,0,997
22,8,13,997,1855,0.432692,997
22,8,13,997,1855,0.865385,997
22,8,13,997,1855,1.29808,997
22,8,13,997,1855,1.73077,997
22,8,13,997,1858,0,997
22,8,13,997,1858,0.432692,997
