日期,baseline,common_mpc,affine_feedback,affine_mpc,affine_saa_mpc,affine_sdp,总费用_元,按当日权重计算的专家费用_元,凸组合节省_元
2025-07-28,1.0,0.0,0.0,0.0,0.0,0.0,57036.94846883932,57036.94846883932,0.0
2025-07-29,0.9999999999999865,0.0,0.0,0.0,1.361722380270669e-14,0.0,58242.73477501677,58242.73477501674,-2.9103830456733704e-11
2025-07-30,1.0,0.0,0.0,0.0,0.0,0.0,58071.10710263604,58071.10710263604,0.0
2025-07-31,0.9999999999999998,0.0,0.0,0.0,3.1734246501801033e-16,0.0,56655.23995017575,56655.239950175746,-7.275957614183426e-12
2025-08-01,0.0,0.0,0.0,0.0,1.0,0.0,26577.127015798214,26577.127015798214,0.0
2025-08-02,0.0,0.0,0.0,0.0,0.9999999999999972,2.8863545298707744e-15,26214.40840009883,26214.40840009881,-1.8189894035458565e-11
2025-08-03,0.0,0.0,0.0,0.0,1.0,0.0,52165.19704023377,52165.197040233776,7.275957614183426e-12
2025-08-04,0.0,0.0,0.0,0.0,1.0,0.0,50847.76135738782,50847.76135738782,0.0
2025-08-05,0.0,0.0,0.0,0.0,1.0,0.0,49416.02306394514,49416.02306394515,7.275957614183426e-12
2025-08-06,0.0,0.0,2.2474744393366273e-15,0.0,0.9999999999999978,0.0,48609.115937214614,48609.11593721461,-7.275957614183426e-12
2025-08-07,0.0,0.0,0.0,0.0,1.0,0.0,47963.16204840276,47963.162048402766,7.275957614183426e-12
2025-08-08,0.0,0.0,0.0,0.0,0.9999999999999956,4.441895878437341e-15,24418.878332632838,24418.87833263282,-1.8189894035458565e-11
2025-08-09,0.0,0.0,0.0,0.0,1.0,0.0,23873.780303973166,23873.780303973166,0.0
2025-08-10,0.0,0.0,0.0,0.0,1.0,0.0,47083.99848643863,47083.998486438635,7.275957614183426e-12
2025-08-11,0.0,0.0,1.3412638322600896e-15,0.0,0.9999999999999987,0.0,47560.48089669956,47560.48089669954,-2.1827872842550278e-11
2025-08-12,0.0,0.0,0.0,0.0,0.9999999999999976,2.4426283795196653e-15,48065.91224326812,48065.91224326807,-5.093170329928398e-11
2025-08-13,0.0,0.0,0.0,0.0,1.0,0.0,46887.571753364435,46887.571753364435,0.0
2025-08-14,0.0,0.0,0.0,0.0,0.9999999999999976,2.41093886967063e-15,46776.0183477511,46776.01834775105,-5.093170329928398e-11
2025-08-15,0.0,0.0,3.3541963035364926e-16,0.0,0.9999999999999997,0.0,23821.11562693205,23821.115626932045,-3.637978807091713e-12
2025-08-16,0.0,0.0,0.0,0.0,1.0,0.0,23906.313769916997,23906.313769916993,-3.637978807091713e-12
2025-08-17,0.0,0.0,0.0,0.0,1.0,0.0,46790.29962831693,46790.29962831692,-7.275957614183426e-12
2025-08-18,0.0,0.0,0.0,0.0,1.0,0.0,46518.470356802616,46518.470356802616,0.0
2025-08-19,0.0,0.0,0.0,0.0,1.0,0.0,46981.51180698757,46981.51180698757,0.0
2025-08-20,0.0,0.0,0.0,0.0,1.0,0.0,57578.49319502901,57578.49319502901,0.0
2025-08-21,0.0,0.0,6.408389236334107e-16,0.0,0.9999999999999993,0.0,47156.64105425153,47156.64105425149,-3.637978807091713e-11
2025-08-22,0.0,0.0,0.0,0.0,1.0,0.0,24565.5953768333,24565.595376833295,-3.637978807091713e-12
2025-08-23,0.0,0.0,1.8033896394290714e-15,0.0,0.999999999999997,1.2132170268408676e-15,24313.80754981491,24313.807549814886,-2.1827872842550278e-11
2025-08-24,0.0,0.0,6.973300794985425e-16,0.0,0.9999999999999993,0.0,47768.30090687639,47768.30090687638,-1.4551915228366852e-11
2025-08-25,0.0,0.0,0.0,0.0,1.0,0.0,49033.161637121346,49033.16163712134,-7.275957614183426e-12
2025-08-26,0.0,0.0,0.0,0.0,0.9999999999999996,4.0789135381436357e-16,48402.34156444198,48402.34156444193,-5.093170329928398e-11
2025-08-27,0.0,0.0,0.0,0.0,1.0,0.0,48487.86236252991,48487.862362529915,7.275957614183426e-12
2025-08-28,0.0,0.0,0.0,0.0,0.9999999999999992,7.390801505324734e-16,50539.05815847246,50539.058158472384,-7.275957614183426e-11
2025-08-29,0.0,0.0,1.0159408528692592e-15,0.0,0.9999999999999989,0.0,25475.56819650384,25475.5681965038,-4.001776687800884e-11
2025-08-30,0.0,0.0,0.0,0.0,1.0,0.0,25183.890404240457,25183.890404240457,0.0
2025-08-31,0.0,0.0,0.0,0.0,1.0,0.0,49340.88948636767,49340.889486367654,-1.4551915228366852e-11
2025-09-01,0.0,0.0,0.0,0.0,1.0,0.0,49098.45931728164,49098.45931728163,-7.275957614183426e-12
2025-09-02,0.0,0.0,0.0,0.0,1.0,0.0,48724.34829685641,48724.34829685642,7.275957614183426e-12
2025-09-03,0.0,0.0,0.0,0.0,1.0,0.0,48467.756375898185,48467.75637589817,-1.4551915228366852e-11
